dhms_region_id,chromosome,region_start,region_end,dhms_state,n_bins,mean_state_posterior
66,chr1,69309000,69312000,ESC_enriched,3,0.9872780239578195
67,chr1,72509000,72511000,ESC_enriched,2,0.9799726867162785
68,chr1,72805000,72810000,ESC_enriched,5,0.9956893961219541
69,chr1,74001000,74004000,ESC_enriched,3,0.998227134349972
70,chr1,74054000,74057000,ESC_enriched,3,0.9976588557199794
71,chr1,74301000,74302000,ESC_enriched,1,0.9650758930391129
72,chr1,75024000,75025000,ESC_enriched,1,0.9500280797482851
73,chr1,75243000,75244000,ESC_enriched,1,0.9987990332229262
74,chr1,75258000,75261000,ESC_enriched,3,0.9896629523632529
75,chr1,75267000,75275000,ESC_enriched,8,0.9946149568590782
76,chr1,75303000,75313000,ESC_enriched,10,0.9972545245844291
77,chr1,75332000,75338000,ESC_enriched,6,0.9901992427922329
78,chr1,75339000,75343000,ESC_enriched,4,0.9950858640741191
79,chr1,75366000,75370000,ESC_enriched,4,0.9937071528370225
80,chr1,75372000,75377000,ESC_enriched,5,0.9787883831744392
81,chr1,76428000,76435000,NPC_enriched,7,0.9936983294534122
82,chr1,76445000,76449000,NPC_enriched,4,0.9964237750413026
83,chr1,76638000,76643000,NPC_enriched,5,0.9636811842093633
84,chr1,76798000,76817000,NPC_enriched,19,0.9922695715264348
85,chr1,76819000,76829000,NPC_enriched,10,0.9980046232953057
86,chr1,76835000,76839000,NPC_enriched,4,0.9663209439656119
87,chr1,76870000,76874000,NPC_enriched,4,0.9785274976750724
88,chr1,77978000,77983000,NPC_enriched,5,0.959898193470807
89,chr1,78028000,78034000,NPC_enriched,6,0.9800311845718283
90,chr1,79736000,79739000,ESC_enriched,3,0.9896930348637992
91,chr1,80635000,80639000,ESC_enriched,4,0.9920814826460236
92,chr1,82166000,82171000,ESC_enriched,5,0.9910473992929445
93,chr1,83353000,83355000,NPC_enriched,2,0.9808271348812672
94,chr1,83438000,83444000,NPC_enriched,6,0.9984914890157217
95,chr1,84814000,84817000,ESC_enriched,3,0.9741187884754071
96,chr1,87847000,87852000,ESC_enriched,5,0.9923833246444096
97,chr1,87876000,87881000,ESC_enriched,5,0.9953931147121713
98,chr1,88958000,88961000,ESC_enriched,3,0.9799125112263241
99,chr1,89093000,89099000,ESC_enriched,6,0.9917967589651412
100,chr1,89306000,89310000,ESC_enriched,4,0.9992343790212563
101,chr1,89312000,89313000,ESC_enriched,1,0.9587565550198787
102,chr1,89339000,89342000,ESC_enriched,3,0.9896617388358327
103,chr1,91751000,91755000,ESC_enriched,4,0.9976915444092875
104,chr1,91759000,91766000,ESC_enriched,7,0.9949614512658498
105,chr1,91773000,91774000,ESC_enriched,1,0.994607983551846
106,chr1,91823000,91827000,ESC_enriched,4,0.9944351182014417
107,chr1,92803000,92806000,ESC_enriched,3,0.9867780180958979
108,chr1,92828000,92831000,ESC_enriched,3,0.9874809126106586
109,chr1,93173000,93177000,ESC_enriched,4,0.9947766421171369
110,chr1,93242000,93245000,ESC_enriched,3,0.9944488945644815
111,chr1,93630000,93633000,ESC_enriched,3,0.9994696364331732
112,chr1,94366000,94370000,NPC_enriched,4,0.9664573496354245
113,chr1,94419000,94425000,NPC_enriched,6,0.9740960474330697
114,chr1,94453000,94457000,NPC_enriched,4,0.9732663226914351
115,chr1,94662000,94664000,ESC_enriched,2,0.9611860491044475
116,chr1,94678000,94680000,ESC_enriched,2,0.998624859509456
117,chr1,94852000,94854000,ESC_enriched,2,0.9992496339429641
118,chr1,94929000,94934000,ESC_enriched,5,0.9992537983531788
119,chr1,95006000,95010000,ESC_enriched,4,0.9958127595010732
120,chr1,95065000,95068000,ESC_enriched,3,0.9983696810434918
121,chr1,95231000,95233000,ESC_enriched,2,0.989301000021412
122,chr1,97497000,97500000,ESC_enriched,3,0.9867358809651914
123,chr1,106254000,106258000,NPC_enriched,4,0.9893915238316364
124,chr1,106596000,106599000,ESC_enriched,3,0.9929022857152977
125,chr1,106821000,106823000,ESC_enriched,2,0.9946190318493634
126,chr1,108540000,108543000,ESC_enriched,3,0.9901179960609889
127,chr1,111819000,111821000,NPC_enriched,2,0.9594503893316219
128,chr1,121833000,121838000,ESC_enriched,5,0.9955131570416709
129,chr1,122422000,122444000,ESC_enriched,22,0.9994611786712247
130,chr1,123005000,123007000,ESC_enriched,2,0.9961639132271158
131,chr1,123354000,123356000,ESC_enriched,2,0.9953302784324611
132,chr1,127504000,127506000,ESC_enriched,2,0.9627094578081603
133,chr1,127738000,127744000,ESC_enriched,6,0.9860593804468835
134,chr1,128318000,128321000,ESC_enriched,3,0.9967258132072163
135,chr1,129169000,129175000,NPC_enriched,6,0.9994945222108654
136,chr1,129178000,129180000,NPC_enriched,2,0.9703938126448975
137,chr1,131101000,131102000,ESC_enriched,1,0.9605141366332998
138,chr1,134707000,134713000,ESC_enriched,6,0.9887563955794404
139,chr1,134728000,134731000,ESC_enriched,3,0.9667631784846864
140,chr1,134764000,134766000,ESC_enriched,2,0.9628774011494803
141,chr1,135156000,135158000,ESC_enriched,2,0.9744836644313397
142,chr1,135636000,135639000,ESC_enriched,3,0.9851765598873791
143,chr1,135724000,135726000,ESC_enriched,2,0.9991427108950458
144,chr1,136040000,136042000,ESC_enriched,2,0.9733170597927009
145,chr1,136049000,136053000,ESC_enriched,4,0.9940151893380423
146,chr1,136114000,136117000,ESC_enriched,3,0.9991723732843824
147,chr1,136329000,136331000,ESC_enriched,2,0.9992436657653718
148,chr1,136803000,136805000,ESC_enriched,2,0.964839652576261
149,chr1,136901000,136903000,ESC_enriched,2,0.9885180980842961
150,chr1,137400000,137402000,ESC_enriched,2,0.9960954781734188
151,chr1,137733000,137736000,ESC_enriched,3,0.9936583486633795
152,chr1,137866000,137872000,ESC_enriched,6,0.986536100571334
153,chr1,137922000,137923000,ESC_enriched,1,0.9964900014037059
154,chr1,140653000,140668000,ESC_enriched,15,0.9979621011017148
155,chr1,148258000,148262000,ESC_enriched,4,0.9818464680827483
156,chr1,154162000,154164000,ESC_enriched,2,0.9963379584900744
157,chr1,154385000,154389000,ESC_enriched,4,0.9849867911320966
158,chr1,155395000,155397000,NPC_enriched,2,0.9756069232824398
159,chr1,155399000,155403000,NPC_enriched,4,0.9891775589220089
160,chr1,155406000,155410000,NPC_enriched,4,0.989608119516524
161,chr1,155963000,155969000,ESC_enriched,6,0.9883096907243968
162,chr1,156856000,156862000,ESC_enriched,6,0.9818436445856902
163,chr1,157004000,157010000,ESC_enriched,6,0.9876005129201456
164,chr1,157462000,157465000,ESC_enriched,3,0.9552776781804506
165,chr1,158039000,158044000,ESC_enriched,5,0.9948418882804344
166,chr1,158147000,158149000,ESC_enriched,2,0.9839945015555314
167,chr1,160191000,160193000,ESC_enriched,2,0.9873013143550593
168,chr1,160199000,160200000,ESC_enriched,1,0.9791325528469496
169,chr1,165144000,165153000,ESC_enriched,9,0.9996982046581255
170,chr1,167117000,167121000,ESC_enriched,4,0.9968831648213682
171,chr1,167544000,167545000,ESC_enriched,1,0.9600648584475076
172,chr1,167677000,167678000,ESC_enriched,1,0.9905998080153964
173,chr1,167680000,167682000,ESC_enriched,2,0.9973128616187226
174,chr1,167881000,167887000,ESC_enriched,6,0.9867034238761069
175,chr1,168090000,168094000,ESC_enriched,4,0.9993354548990608
176,chr1,168144000,168148000,ESC_enriched,4,0.9912343394983513
177,chr1,168216000,168219000,ESC_enriched,3,0.9891146868759826
178,chr1,168244000,168248000,ESC_enriched,4,0.9879328798607218
179,chr1,168469000,168471000,NPC_enriched,2,0.9850788640769581
180,chr1,168485000,168490000,NPC_enriched,5,0.9934966662913183
181,chr1,168511000,168513000,NPC_enriched,2,0.9564387428034669
182,chr1,169880000,169886000,NPC_enriched,6,0.9977378419116282
183,chr1,172744000,172746000,ESC_enriched,2,0.9999987278734637
184,chr1,173890000,173895000,ESC_enriched,5,0.9912305588200159
185,chr1,174081000,174082000,ESC_enriched,1,0.9681197920840536
186,chr1,174154000,174160000,ESC_enriched,6,0.9871461898396426
187,chr1,174162000,174170000,ESC_enriched,8,0.9947662967253644
188,chr1,174171000,174172000,ESC_enriched,1,0.9620725367132755
189,chr1,174177000,174183000,ESC_enriched,6,0.9826146369269346
190,chr1,174398000,174400000,ESC_enriched,2,0.9596993607258691
191,chr1,175958000,175959000,NPC_enriched,1,0.954696779920463
192,chr1,177328000,177331000,ESC_enriched,3,0.9812854231604069
193,chr1,178670000,178673000,ESC_enriched,3,0.9694284206616754
194,chr1,179095000,179096000,ESC_enriched,1,0.9590400983746243
195,chr1,179159000,179161000,ESC_enriched,2,0.9606364679310572
196,chr1,180684000,180694000,ESC_enriched,10,0.9935882406037406
197,chr1,180750000,180755000,ESC_enriched,5,0.9975759228150622
198,chr1,182167000,182174000,ESC_enriched,7,0.9962318784104306
199,chr1,182239000,182244000,ESC_enriched,5,0.9706332408390809
200,chr1,182251000,182255000,ESC_enriched,4,0.981866127835696
201,chr1,182772000,182776000,ESC_enriched,4,0.9785812346114258
202,chr1,183189000,183192000,ESC_enriched,3,0.984112735586565
203,chr1,184584000,184587000,ESC_enriched,3,0.9977979731649945
204,chr1,186417000,186438000,ESC_enriched,21,0.9991142526102896
205,chr1,186511000,186514000,ESC_enriched,3,0.9989260235014875
206,chr1,186582000,186585000,ESC_enriched,3,0.9891471494308609
207,chr1,188404000,188408000,ESC_enriched,4,0.9945623240478967
208,chr1,189305000,189313000,ESC_enriched,8,0.999158914270925
209,chr1,189351000,189354000,ESC_enriched,3,0.9823781860189899
210,chr1,191042000,191047000,ESC_enriched,5,0.9946181500444393
211,chr1,191869000,191879000,ESC_enriched,10,0.9877312085602078
212,chr1,192677000,192682000,ESC_enriched,5,0.995794155185866
213,chr1,192883000,192887000,ESC_enriched,4,0.9982462147335005
214,chr1,193684000,193688000,ESC_enriched,4,0.9869867457420323
215,chr1,193790000,193794000,ESC_enriched,4,0.9817203345367783
216,chr1,194470000,194473000,ESC_enriched,3,0.9775144027411996
217,chr1,194632000,194636000,NPC_enriched,4,0.981197096705912
218,chr1,194680000,194683000,NPC_enriched,3,0.9685355580460843
219,chr1,194687000,194690000,NPC_enriched,3,0.9967175214878138
220,chr1,194696000,194700000,NPC_enriched,4,0.9924044136166736
221,chr1,194702000,194707000,NPC_enriched,5,0.9894320295625135
222,chr1,194721000,194738000,NPC_enriched,17,0.9982841571141475
223,chr1,196320000,196323000,ESC_enriched,3,0.9978392388757308
224,chr10,4423000,4426000,ESC_enriched,3,0.9852503186600523
225,chr10,4702000,4705000,NPC_enriched,3,0.9826364936257491
226,chr10,6978000,6981000,ESC_enriched,3,0.9872505409054426
227,chr10,7556000,7559000,ESC_enriched,3,0.9926688363796209
228,chr10,8206000,8211000,ESC_enriched,5,0.9990544606189908
229,chr10,10769000,10773000,ESC_enriched,4,0.9746989305260292
230,chr10,12631000,12633000,ESC_enriched,2,0.9999949675749978
231,chr10,12749000,12754000,ESC_enriched,5,0.988948854735874
232,chr10,12780000,12782000,ESC_enriched,2,0.9967138211862698
233,chr10,13402000,13404000,NPC_enriched,2,0.9594615789903329
234,chr10,13656000,13659000,ESC_enriched,3,0.9853406240970815
235,chr10,13818000,13824000,ESC_enriched,6,0.9901083914828339
236,chr10,18007000,18009000,ESC_enriched,2,0.9859428796715746
237,chr10,18281000,18282000,ESC_enriched,1,0.9879822482725396
238,chr10,18433000,18434000,ESC_enriched,1,0.9518350629721128
239,chr10,19041000,19053000,ESC_enriched,12,0.9975483678292597
240,chr10,19401000,19404000,ESC_enriched,3,0.9772418433805216
241,chr10,19538000,19542000,ESC_enriched,4,0.9927595798215776
242,chr10,19624000,19625000,ESC_enriched,1,0.9660628983540007
243,chr10,20782000,20791000,ESC_enriched,9,0.9936946107296686
244,chr10,22502000,22511000,ESC_enriched,9,0.9938328216010538
245,chr10,22532000,22534000,ESC_enriched,2,0.9826380030574919
246,chr10,23037000,23040000,ESC_enriched,3,0.9834208118644678
247,chr10,23912000,23915000,ESC_enriched,3,0.9858374626842585
248,chr10,24401000,24403000,ESC_enriched,2,0.9712779988348108
249,chr10,28886000,28889000,ESC_enriched,3,0.9886312859359991
250,chr10,30532000,30535000,ESC_enriched,3,0.9910334398155521
251,chr10,31297000,31301000,ESC_enriched,4,0.9997030023798449
252,chr10,36196000,36199000,ESC_enriched,3,0.9884443201201661
253,chr10,38654000,38657000,ESC_enriched,3,0.9844521270223835
254,chr10,39616000,39617000,ESC_enriched,1,0.9998891759707422
255,chr10,39648000,39652000,ESC_enriched,4,0.9756887970751011
256,chr10,39713000,39715000,ESC_enriched,2,0.9968536691654812
257,chr10,40331000,40333000,ESC_enriched,2,0.9630811805066088
258,chr10,40371000,40374000,ESC_enriched,3,0.9907022118298983
259,chr10,40759000,40761000,ESC_enriched,2,0.9884372504659116
260,chr10,41962000,41964000,ESC_enriched,2,0.9777940022937243
261,chr10,42252000,42286000,ESC_enriched,34,0.9966764033755752
262,chr10,42300000,42305000,ESC_enriched,5,0.9948072980800251
263,chr10,42317000,42327000,ESC_enriched,10,0.9976293504387594
264,chr10,42619000,42621000,ESC_enriched,2,0.9789976651383029
265,chr10,42701000,42712000,ESC_enriched,11,0.9972329518407484
266,chr10,42859000,42865000,ESC_enriched,6,0.9917721826213212
267,chr10,43199000,43201000,ESC_enriched,2,0.9868877299650478
268,chr10,43265000,43270000,ESC_enriched,5,0.9967829450923897
269,chr10,43690000,43696000,ESC_enriched,6,0.9924710837304499
270,chr10,44215000,44218000,ESC_enriched,3,0.9885119238114831
271,chr10,45133000,45136000,NPC_enriched,3,0.9917721309808178
272,chr10,45141000,45151000,NPC_enriched,10,0.9946016674251998
273,chr10,45154000,45174000,NPC_enriched,20,0.996567762521463
274,chr10,46383000,46386000,NPC_enriched,3,0.9982756497072433
275,chr10,50614000,50616000,NPC_enriched,2,0.9971444499413722
276,chr10,50947000,50949000,NPC_enriched,2,0.9559531572915383
277,chr10,50951000,50954000,NPC_enriched,3,0.992437701055228
278,chr10,51372000,51378000,NPC_enriched,6,0.9972554314320976
279,chr10,51399000,51403000,NPC_enriched,4,0.9901381547274407
280,chr10,51452000,51467000,NPC_enriched,15,0.9962313663908177
281,chr10,52379000,52380000,ESC_enriched,1,0.9591410724650856
282,chr10,53438000,53441000,ESC_enriched,3,0.9847757093093454
283,chr10,57320000,57322000,ESC_enriched,2,0.9879470880253327
284,chr10,57482000,57484000,ESC_enriched,2,0.9979110156035599
285,chr10,58208000,58209000,ESC_enriched,1,0.9790574413330589
286,chr10,58617000,58619000,ESC_enriched,2,0.9831375937401989
287,chr10,59365000,59377000,ESC_enriched,12,0.9934041195013453
288,chr10,59501000,59506000,ESC_enriched,5,0.9925889333222926
289,chr10,59580000,59583000,ESC_enriched,3,0.9999390634192652
290,chr10,59611000,59615000,ESC_enriched,4,0.9991979299382652
291,chr10,60226000,60227000,ESC_enriched,1,0.9737225497265872
292,chr10,60990000,60992000,ESC_enriched,2,0.9755153393282698
293,chr10,61021000,61024000,ESC_enriched,3,0.9921533090048343
294,chr10,61524000,61526000,ESC_enriched,2,0.9869744446120777
295,chr10,62118000,62123000,ESC_enriched,5,0.9849056877037242
296,chr10,62979000,62980000,ESC_enriched,1,0.9604709709330036
297,chr10,63482000,63485000,ESC_enriched,3,0.997562224102636
298,chr10,66714000,66717000,ESC_enriched,3,0.9830183430541252
299,chr10,66925000,66937000,ESC_enriched,12,0.9963654636289077
300,chr10,68119000,68121000,ESC_enriched,2,0.988556636241071
301,chr10,68608000,68610000,ESC_enriched,2,0.9915590299369388
302,chr10,70553000,70560000,ESC_enriched,7,0.9964339261119909
303,chr10,74409000,74417000,ESC_enriched,8,0.9957290217586148
304,chr10,74434000,74437000,ESC_enriched,3,0.9963825969457726
305,chr10,74505000,74506000,ESC_enriched,1,0.9581896074606231
306,chr10,74760000,74770000,ESC_enriched,10,0.992489688510287
307,chr10,75002000,75005000,ESC_enriched,3,0.9953073706016884
308,chr10,76019000,76021000,ESC_enriched,2,0.9923146740310416
309,chr10,77372000,77375000,ESC_enriched,3,0.9834451053836629
310,chr10,77791000,77796000,ESC_enriched,5,0.9947782226244494
311,chr10,77884000,77887000,ESC_enriched,3,0.9923091966991137
312,chr10,77990000,77997000,ESC_enriched,7,0.9946838846401304
313,chr10,78152000,78157000,ESC_enriched,5,0.9872872116972186
314,chr10,78873000,78875000,NPC_enriched,2,0.9972645754731422
315,chr10,79013000,79016000,ESC_enriched,3,0.9910330141107693
316,chr10,79179000,79182000,ESC_enriched,3,0.9840203938109435
317,chr10,79322000,79325000,ESC_enriched,3,0.9849597993791245
318,chr10,79332000,79362000,NPC_enriched,30,0.9965242490392743
319,chr10,79376000,79381000,ESC_enriched,5,0.9851274249125213
320,chr10,79584000,79585000,ESC_enriched,1,0.9760573779076472
321,chr10,79590000,79595000,ESC_enriched,5,0.9964667868916395
322,chr10,79701000,79704000,ESC_enriched,3,0.9894776916409626
323,chr10,79714000,79720000,ESC_enriched,6,0.9962110199270175
324,chr10,79744000,79746000,ESC_enriched,2,0.9999438017833402
325,chr10,80211000,80214000,ESC_enriched,3,0.9906862151897523
326,chr10,80236000,80241000,ESC_enriched,5,0.9864186879501652
327,chr10,80246000,80250000,ESC_enriched,4,0.9874415091990628
328,chr10,80290000,80294000,ESC_enriched,4,0.980897815337766
329,chr10,80657000,80661000,ESC_enriched,4,0.985043564883797
330,chr10,80735000,80737000,ESC_enriched,2,0.9998526080303216
331,chr10,80741000,80742000,ESC_enriched,1,0.9998336606741315
332,chr10,80976000,80987000,ESC_enriched,11,0.9975322529283601
333,chr10,80990000,80992000,ESC_enriched,2,0.967235715993174
334,chr10,82413000,82418000,ESC_enriched,5,0.9983657688751029
335,chr10,82424000,82428000,ESC_enriched,4,0.9740957109119005
336,chr10,82766000,82768000,ESC_enriched,2,0.998816795837447
337,chr10,84182000,84199000,ESC_enriched,17,0.9973860902015546
338,chr10,84272000,84273000,ESC_enriched,1,0.9658159539407174
339,chr10,84283000,84291000,ESC_enriched,8,0.9879143556123802
340,chr10,84817000,84818000,ESC_enriched,1,0.9999953307648789
341,chr10,86162000,86163000,ESC_enriched,1,0.9510026808053944
342,chr10,86338000,86340000,ESC_enriched,2,0.9799337451393606
343,chr10,86915000,86926000,ESC_enriched,11,0.9986784440587834
344,chr10,87785000,87788000,ESC_enriched,3,0.9922034567242255
345,chr10,88315000,88318000,ESC_enriched,3,0.9967657788106546
346,chr10,90396000,90401000,ESC_enriched,5,0.991467390754422
347,chr10,91458000,91468000,NPC_enriched,10,0.9984664752956884
348,chr10,91501000,91519000,NPC_enriched,18,0.9986188040328747
349,chr10,92969000,92971000,ESC_enriched,2,0.9962396214896256
350,chr10,93070000,93074000,ESC_enriched,4,0.9960355037048657
351,chr10,93741000,93744000,ESC_enriched,3,0.989479661889987
352,chr10,93945000,93948000,ESC_enriched,3,0.9855694053533078
353,chr10,94371000,94376000,ESC_enriched,5,0.9990554711665958
354,chr10,99445000,99448000,ESC_enriched,3,0.988032837560831
355,chr10,102324000,102328000,NPC_enriched,4,0.9859991001562303
356,chr10,102404000,102411000,NPC_enriched,7,0.9976920619821849
357,chr10,102429000,102436000,NPC_enriched,7,0.9917590586796469
358,chr10,102447000,102452000,NPC_enriched,5,0.9927475613214922
359,chr10,102469000,102480000,NPC_enriched,11,0.9953099330795644
360,chr10,102485000,102494000,NPC_enriched,9,0.9949506399669943
361,chr10,102557000,102563000,NPC_enriched,6,0.9989237029849302
362,chr10,102570000,102583000,NPC_enriched,13,0.9916195774549283
363,chr10,102601000,102606000,NPC_enriched,5,0.9869856226047455
364,chr10,102615000,102619000,NPC_enriched,4,0.9900639490257563
365,chr10,102626000,102631000,NPC_enriched,5,0.9857913758816919
366,chr10,102799000,102801000,NPC_enriched,2,0.9968948591711579
367,chr10,106676000,106677000,ESC_enriched,1,0.9999562868866344
368,chr10,109859000,109862000,ESC_enriched,3,0.9964763575475026
369,chr10,111673000,111677000,ESC_enriched,4,0.9936971464398856
370,chr10,112226000,112227000,ESC_enriched,1,0.9756557011585346
371,chr10,114204000,114207000,ESC_enriched,3,0.999927561840764
372,chr10,114989000,114994000,ESC_enriched,5,0.9907758456262687
373,chr10,115517000,115519000,ESC_enriched,2,0.992717159270051
374,chr10,115704000,115707000,ESC_enriched,3,0.9864471296095408
375,chr10,115874000,115880000,ESC_enriched,6,0.9943275690869297
376,chr10,116428000,116432000,ESC_enriched,4,0.9925622394929489
377,chr10,116448000,116451000,ESC_enriched,3,0.9931211271387657
378,chr10,116999000,117000000,ESC_enriched,1,0.958999425091221
379,chr10,117084000,117087000,ESC_enriched,3,0.979298618377142
380,chr10,118857000,118859000,ESC_enriched,2,0.9516648512084787
381,chr10,119603000,119605000,ESC_enriched,2,0.9753435049432273
382,chr10,119830000,119832000,ESC_enriched,2,0.998354646856964
383,chr10,119877000,119882000,ESC_enriched,5,0.9983799330435007
384,chr10,119954000,119958000,ESC_enriched,4,0.9954269633717004
385,chr10,120669000,120671000,ESC_enriched,2,0.9834622934187276
386,chr10,120713000,120715000,ESC_enriched,2,0.9989940837481117
387,chr10,121851000,121853000,ESC_enriched,2,0.9996474935524555
388,chr10,122082000,122084000,ESC_enriched,2,0.9821464334445115
389,chr10,122667000,122670000,ESC_enriched,3,0.9971864317813052
390,chr10,123754000,123757000,NPC_enriched,3,0.9987921946743118
391,chr10,124792000,124793000,ESC_enriched,1,0.9872510911593643
392,chr10,126409000,126415000,ESC_enriched,6,0.992529948328945
393,chr10,126482000,126496000,ESC_enriched,14,0.999424189575399
394,chr10,126581000,126584000,ESC_enriched,3,0.9802838908370735
395,chr10,126928000,126932000,ESC_enriched,4,0.9962100410318396
396,chr10,127068000,127070000,ESC_enriched,2,0.9866713993616493
397,chr10,127154000,127155000,ESC_enriched,1,0.9569664783849664
398,chr10,128048000,128051000,ESC_enriched,3,0.9927368831728031
399,chr10,128293000,128297000,ESC_enriched,4,0.9837425074212176
400,chr10,128334000,128339000,ESC_enriched,5,0.9872612018098132
401,chr11,3034000,3036000,ESC_enriched,2,0.9998022255838122
402,chr11,3043000,3045000,ESC_enriched,2,1.0
403,chr11,3079000,3080000,ESC_enriched,1,0.9999999999843334
404,chr11,3390000,3396000,ESC_enriched,6,0.9851352854663329
405,chr11,3402000,3404000,ESC_enriched,2,0.9658373068056352
406,chr11,3417000,3418000,ESC_enriched,1,0.9826656889639307
407,chr11,3605000,3607000,ESC_enriched,2,0.9780288015516735
408,chr11,3762000,3765000,ESC_enriched,3,0.9893435404843576
409,chr11,3812000,3814000,ESC_enriched,2,0.9949340730557092
410,chr11,3897000,3901000,ESC_enriched,4,0.9900968327167121
411,chr11,4017000,4020000,ESC_enriched,3,0.990618872649268
412,chr11,4957000,4965000,ESC_enriched,8,0.9948622430160645
413,chr11,5051000,5054000,ESC_enriched,3,0.9928602895231285
414,chr11,5057000,5061000,ESC_enriched,4,0.9828470197192518
415,chr11,5616000,5618000,ESC_enriched,2,0.9650457785737694
416,chr11,5761000,5764000,ESC_enriched,3,0.9982656864239111
417,chr11,5798000,5805000,ESC_enriched,7,0.989996069079372
418,chr11,5964000,5967000,ESC_enriched,3,0.9999724741096602
419,chr11,6502000,6506000,ESC_enriched,4,0.9932906767555538
420,chr11,6964000,6967000,ESC_enriched,3,0.9884570822578631
421,chr11,7113000,7115000,ESC_enriched,2,0.9936742351884302
422,chr11,11013000,11017000,ESC_enriched,4,0.9912854525224715
423,chr11,11958000,11964000,NPC_enriched,6,0.9907541091816907
